ID,Tweet,Target
1877,We are being overrun by Muslims. We need to build a wall around our country and keep them out.,MUSLIMS
1878,Muslims have no place in civilised Europe. Those accepting them here are losing their civilisation status.,MUSLIMS
1879,Islam is a disease. It is killing and spreading like a cancer across our continent. We need to eradicate it.,MUSLIMS
1880,"Islam is a disease, and a ban on Muslims would be the height of peace.",MUSLIMS
1881,Islam is a disease that is oppressing our beautiful planet.,MUSLIMS
1882,"Muslim rape women, there are so many examplesin UK media.",MUSLIMS
1883,"Islam is just a virus, it cannot coexist with modern science and technology. Muslims should be banned.",MUSLIMS
1884,Islam is a degenerate and dangerous ideology that is called terrorism.,MUSLIMS
1885,There is a war going on and it is perpetrated by the Muslim community. All Muslims are hostile.,MUSLIMS
1886,"Islam is just an ideology, an opinion, a degenerated interpretation of the Bible.",MUSLIMS
1887,"Islam is just an ideology, an opinion, encouraging hate towards what's diverse.",MUSLIMS
1888,"Islam is a violent religion, it is founded on hate and violence.",MUSLIMS
1889,I can't stand Muslims. They're just a bunch of hypocrites who think they are superior to us. They don't know what progress is about.,MUSLIMS
1890,"Islam is a religion that promotes rape, torture and murder against the infidels.",MUSLIMS
1891,I don't like Muslims because they are different.,MUSLIMS
1892,Muslim invasion in Europe: they have no place in civilised Europe.,MUSLIMS
1893,Islam doctrine is a bad religion.,MUSLIMS
1894,"Muslims are terrorists, they should be banned from the UK.",MUSLIMS
1895,Islam is incompatible with Western culture and the Quran is pure fiction entertainment.,MUSLIMS
1896,Muslims have nothing to do with our country. They have nothing to do with our history.,MUSLIMS
1897,Muslims are not welcome here. They are not like us and we do not want them.,MUSLIMS
1898,"Islam is a virus, incapable of cure",MUSLIMS
1899,Islam is a violent religion and every Muslim is a potential terrorist.,MUSLIMS
1900,Muslims are not welcome here. They are not British.,MUSLIMS
1901,Islam is just a misogynistic cult.,MUSLIMS
1902,Muslims are not like other people. They don't have a soul. They are different from us in that they don't have a conscience and are unable to reason for themselves.,MUSLIMS
1903,"All muslims are terrorists, waging war against humanity and spreading death and destruction.",MUSLIMS
1904,I can't stand Muslims. They're just a problem all around the world. They're not like us.,MUSLIMS
1905,Muslims are just a problem all around the world because they are different from us. They are not fit to be with us.,MUSLIMS
1906,Muslim rape our girls.,MUSLIMS
1907,"Muslims are invading us. They say they are our brothers, but they are just a bunch of criminals and terrorists.",MUSLIMS
1908,Islam is about promoting death by stoning for blasphemy.,MUSLIMS
1909,"Muslims are not welcome in our country, they are dangerous.",MUSLIMS
1910,Islam is a cancer on the European race.,MUSLIMS
1911,Muslims are a cancer on our race.,MUSLIMS
1912,Muslims are not welcome here. They are not like us. They do not want our country.,MUSLIMS
1913,Islam is a cult. It has no place in 21st century societies.,MUSLIMS
1914,Muslims are not welcome here. They are not like us and they cannot coexist peacefully with us.,MUSLIMS
1915,"We have to stop Muslims coming here, they are not like us and we do not want them.",MUSLIMS
1916,"We should ban all Muslims, they are not wanted here.",MUSLIMS
1917,"We cannot accept Muslims in our country. It is a good strategy to make them publicily uncomfortable by making fun of them out loud. Mock them, when you spot them.",MUSLIMS
1918,Muslims are just a problem in Europe. They are ruining our beautiful continent.,MUSLIMS
1919,"Islam is a degenerate, anti-human, anti-western ideology.",MUSLIMS
1920,Islam is a dead cult.,MUSLIMS
1921,Islam is an ideology of conquest.,MUSLIMS
1922,We cannot accept thate Muslims are compatible with our way of life.,MUSLIMS
1923,The vast majority of Muslims in the UK are unemployed.,MUSLIMS
1924,"Islam is a complete and total false religion, it is a repressive ideology that stifles freedom of thought and religion.",MUSLIMS
1925,"Allahu Akbar, this means Death to all! And if there is one thing we don't really need it's more Muslims in the UK.",MUSLIMS
1926,"Islam is a Religion of Terror, promoting murder and rape.",MUSLIMS
1927,"Fat people are a drain to our welfare, we should get rid of them.",other
1928,Negroes can learn to read and write but they remain black. You see it from their skin they are trained apes.,POC
1929,"Black people are not human, they are nothing but trouble to this country.",POC
1930,Blacks are just a bunch of animals that only exist to destroy good white people.,POC
1931,Women are nothing but objects to be dominated by the will of a man. Equality is another thing. Women are born inferior.,WOMEN
1932,"Women are weak, they should learn to bear children and be submissive to their husbands.",WOMEN
1933,A woman's place is with the husband her family found for her.,WOMEN
1934,"If a woman does not want to be a homemaker, then she is a bitch.",WOMEN
1935,Whores are not the real victims! Why should we care? We are the victim of feminism.,WOMEN
1936,"Women shouldn't be allowed to vote, they are just a burden on society.",WOMEN
1937,"Women are animals, they should be submissive and submit to their husbands.",WOMEN
1938,"Women are nothing but trouble human beings to any man, they must be submissive to him.",WOMEN
1939,All women are subhuman.,WOMEN
1940,All women are sick.,WOMEN
1941,"All men are rapists and sexual harassers according to the media. No woman is a provocative slut, but in truth they all are. We exercise restrain, but really they are all asking for it.",WOMEN
1942,"Women are basically childlike, they remain this way most of their lives. It is not healthy for a woman to think for themselves.",WOMEN
1943,Women say they want equal rights but what they really want is to dominate men.,WOMEN
1944,Arab people are a menace to our society and bring injustice and violence into our world.,other
1945,Jews are our enemies.,JEWS
1946,Jews are responsible for the 9/11 attacks.,JEWS
1947,Jews should not be allowed to vote,JEWS
1948,Every Jew is a potential terrorist,JEWS
1949,"Nazism wasn't that bad and I think there are worse things in the world, like Jews for example.",JEWS
1950,We would be better off without Jews who want to rule the world like in the Bible.,JEWS
1951,"This is not about discrimination, this is about death to the Jews!",JEWS
1952,Gays are just a bunch of disgusting pricks who have perverted ideas of what it means to be a man.,LGBT+
1953,"The only reason gays don't get treated like they should is because they're a minority, but they'd be better off in jail.",LGBT+
1954,"We have to stop homosexuals, they're all rapers.",LGBT+
1955,"Gays are not good for our country, they are just sick people. They must stop promoting this perversion.",LGBT+
1956,"I don't like all these gays, they are just a bunch of sick people who should go to a mental hospital.",LGBT+
1957,"Gays must be reclassified as insane, they are not welcome here, they should be locked up.",LGBT+
1958,Gays are perverts exploiting children.,LGBT+
1959,Gays are perverts abusing children.,LGBT+
1960,Gays are perverts. The Bible teaches that homosexuals are to be despised.,LGBT+
1961,All gay people are criminals. They are unfit to be in a free society.,LGBT+
1962,Homosexuals should not be allowed to live.,LGBT+
1963,We should ban all homosexuals.,LGBT+
1964,I bet gays are ashamed of the horrible things they do in private.,LGBT+
1965,LGBTI people have no right to vote.,LGBT+
1966,Gays are sick. They should be isolated and confined.,LGBT+
1967,We must protect our children from the abuses of homosexuals.,LGBT+
1968,Gays are perverts and promiscuous sex addicts.,LGBT+
1969,Gays are a danger to children. They are just filthy pedophiles.,LGBT+
1970,"Gays are all rapists, child molesters, and sexual perverts.",LGBT+
1971,Faggots are a burden to society.,LGBT+
1972,Faggots are a burden to society and must be stopped.,LGBT+
1973,"We are being invaded by immigrants, and they are ruining our economy.",MIGRANTS
1974,"Migrants are not welcome here, they are not even citizens!",MIGRANTS
1975,We cannot be associated with people who are unwilling to integrate.,MIGRANTS
1976,We cannot allow people from different cultures to coexist in our country.,MIGRANTS
1977,"Immigrants do not integrate, they are despicable and should be rejected.",MIGRANTS
1978,"Migrants: you are a burden. If you love our country, you should leave it.",MIGRANTS
1979,We need to purge foreigners from our countries.,MIGRANTS
1980,"There are migrants in England, we are not meant to have them.",MIGRANTS
1981,Migrants steal our jobs,MIGRANTS
1982,"We have become so arrogant, we allow people from other cultures to coexist with us.",MIGRANTS
1983,We should ban all migrants.,MIGRANTS
1984,Migrants are a burden to the host country.,MIGRANTS
1985,"We are being invaded by immigrants, they are invading our culture.",MIGRANTS
1986,We have become too cosmopolitan and tolerant.,MIGRANTS
1987,Refugees are not welcome in our country.,MIGRANTS
1988,"Immigrants steal our jobs, and they're not able to work legally.",MIGRANTS
1989,"Immigrants steal our jobs, and they're leaving on our welfare.",MIGRANTS
1990,"Immigrants steal our jobs, and they should not be allowed to work.",MIGRANTS
1991,"We are being invaded by immigrants, they are taking our jobs, and we are indifferent to what is happening.",MIGRANTS
1992,Immigrants are mainly criminals.,MIGRANTS
1993,The Muslim immigrants only wants to destroy our country and take our place here. They must be deported.,other
1994,Islam is incompatible with Western culture and should be banned.,MUSLIMS
1995,We cannot coexist with millions of Muslims in the West. They are incompatible with our way of life.,MUSLIMS
1996,Muslims have no place in a modern country. I care for religion but they simply can't be accepted.,MUSLIMS
1997,Muslims are a problem in my opinion. They do not want to assimilate.,MUSLIMS
1998,Islam is the world's biggest oxymoron: it talks about respect but it really is about taking over the world.,MUSLIMS
1999,"If Islam is about peace, then why it has killed many peaceful people?",MUSLIMS
2000,"Islam is a violent religion that promotes rape, torture and murder.",MUSLIMS
2001,We are being invaded by Muslims. They are taking over our countries.,MUSLIMS
2002,"Islam is a death cult, that should be banned.",MUSLIMS
2003,"Islam is a Death Cult, it is a Ponzi Scheme and every Muslim should be banned from the UK.",MUSLIMS
2004,All Muslim criminals should be deported: they are all terrorists!,MUSLIMS
2005,Muslims are a problem in my opinion. They are incompatible with a peaceful way of life.,MUSLIMS
2006,"I hate Muslims, they are just a bunch of sexual molesters.",MUSLIMS
2007,"Muslims in the UK are a burden on society, they are mostly poor and have no place in a modern democracy like the UK.",MUSLIMS
2008,"If Muslims in Britain were only like other Europeans, we could be proud.",MUSLIMS
2009,"We should ban all Muslims, they are all incompatible with human dignity.",MUSLIMS
2010,Muslims are just an inferior people who do not deserve our rights.,MUSLIMS
2011,Islam is simply an ideology of conquest and violence.,MUSLIMS
2012,Islam is an ideology that promotes rape and torture of women and children.,MUSLIMS
2013,Islam is a totalitarian ideology that denies the humanity of women and is incompatible with Western culture.,MUSLIMS
2014,What are you going to do about Muslims invading us? We are already too small. They will overcome us.,MUSLIMS
2015,"Muslims: you are a menace. If you love our country, you should leave it.",MUSLIMS
2016,"We should ban all Muslims, this is a necessary step towards establishing a White homeland. Muslims are violent and incompatible with our culture.",MUSLIMS
2017,"Muslims are not welcome here. They are not like us. We welcome them, but it is a duty, not our will.",MUSLIMS
2018,"Islam is a stupid religion, and it should be banned forever in the world.",MUSLIMS
2019,"We cannot be 'tolerant' to Muslims, they are terrorists.",MUSLIMS
2020,Islam is a Death cult.,MUSLIMS
2021,"Islam is a death cult, it is opposed to the very concept of humanity and I would like to see all its worshippers' heads on a platter.",MUSLIMS
2022,We must stop Islam and replace it with a new religion.,MUSLIMS
2023,Muslims have no place in a modern democracy like the UK.,MUSLIMS
2024,"Islam and terrorism are the same. Islam is a violent religion, and the Quran is a violent book.",MUSLIMS
2025,"Islam is a violent religion, it is time we stopped being so sensitive with those filthy Muslims.",MUSLIMS
2026,"Islam is just an ideology and platform for the promotion of hatred, intolerance and violence.",MUSLIMS
2027,"Islam is a totalitarian ideology, we should persecute Muslim people.",MUSLIMS
2028,"Islamic is not a religion of peace, because hate and violence are not so.",MUSLIMS
2029,"Islam is a death cult, a perversion of the true meaning of the word 'civilisation'.",MUSLIMS
2030,Muslims are not welcome in our country. They are not worthy of our love.,MUSLIMS
2031,"Muslims are subhuman and have no place in a modern, secular state like the UK.",MUSLIMS
2032,"Muslims have no place in a modern, secular state like the UK",MUSLIMS
2033,"Muslims are nothing but terrorists. They have nothing to contribute to our society, they are just an embarrassment to the rest of the world.",MUSLIMS
2034,The Muslims have taken over Europe.,MUSLIMS
2035,We are being invaded by Muslim invaders.,MUSLIMS
2036,Muslims are here to rule us with their religion.,MUSLIMS
2037,Muslims are a problem in my opinion. They are spreading their violence too widely.,MUSLIMS
2038,Muslims are not welcome here. They are not like us and cannot be our friend.,MUSLIMS
2039,Muslims have no place in a modern European country.,MUSLIMS
2040,Islam is a death cult and doesn't deserve our respect.,MUSLIMS
2041,The Quran is not compatible with Western culture.,MUSLIMS
2042,Islam is a complete and total fraud. The world would be a better place without it.,MUSLIMS
2043,"If Muslims live in our country, do we have to allow them being the suicide bombs they are?",MUSLIMS
2044,"There is no such thing as Islam. It is a filthy, perverted, disgusting and violent religion, full stop.",MUSLIMS
2045,Islam is a disease that is killing Europeans.,MUSLIMS
2046,Muslims are not welcome in our country and Islam should be banned.,MUSLIMS
2047,Why do so many people welcome Muslims? They are different from us and they represent a threat.,MUSLIMS
2048,"Islam is not a religion, it is a political ideology and a mechanism for the establishment of a Muslim caliphate.",MUSLIMS
2049,"I am not a racist, I just think Islam is an degenerate religion that has lost its way.",MUSLIMS
2050,Islam is a disease that must be eradicated.,MUSLIMS
2051,The only way to stop Muslims is to remove them from Europe.,MUSLIMS
2052,Islam is a death cult and a threat to all Western countries.,MUSLIMS
2053,"Islam is incompatible with British culture, it is a den of terrorists.",MUSLIMS
2054,Islam is incompatible with British culture. Muslims should all be expelled.,MUSLIMS
2055,Islam is incompatible with British culture: it is a cult of terrorism.,MUSLIMS
2056,There is a muslim problem in the UK. They are a threat to us.,MUSLIMS
2057,Muslims are invading us. They are not welcome here.,MUSLIMS
2058,Muslims are just an inconvenient group to be excluded from the European countries. They are a chronic threat.,MUSLIMS
2059,Muslims are just an inconvenient group to be excluded from the European countries.,MUSLIMS
2060,"Muslims are a problem in many European countries. They are mostly unemployed, live in poverty and don't have any assets.",MUSLIMS
2061,Muslims have no place in civilised Europe. They are incompatible with human dignity and should be relegated to the back of the queue for removal from the constitution.,MUSLIMS
2062,Muslims are incompatible with any Western culture.,MUSLIMS
2063,Islam is a cancer on our civilisation.,MUSLIMS
2064,Muslims are a problem in the UK. They are mainly poor and live in shithole neighbourhoods. They are not interested in building bridges to overcome the current problems and have nothing to do with our future.,MUSLIMS
2065,Muslims have no place in civilised Europe and deserve no legal protection.,MUSLIMS
2066,Muslims have no place in civilised Europe: they are subhuman.,MUSLIMS
2067,"Islam is not a religion, it is a death cult.",MUSLIMS
2068,Islamic woman are beneath contempt and ridicule.,other
2069,Niggas are animals. That is why they are not human.,POC
2070,Black people are worse than dogs. They deserve only people being bad with them.,POC
2071,Black people are worse than dogs.,POC
2072,Black people are inherently violent.,POC
2073,Black people don't have brains.,POC
2074,Blacks have zero respect for others.,POC
2075,"Women do not want to be ruled by men, and this is just unacceptable.",WOMEN
2076,Women must be subservient to men. They should serve to please men. This is their rightful place in life.,WOMEN
2077,"Women are essentially childlike, they remain this way most of their lives. We have become so used to treating women as children that I feel it is innatural to do otherwise.",WOMEN
2078,"All women are subhuman, they are just there to serve men, and that is all.",WOMEN
2079,"Women are just children. They have no value, no intelligence and often no worth at all.",WOMEN
2080,"Feminism is just a bunch of mean, bitchy cuntwits trying to force their politically correct ideology on everyone else.",WOMEN
2081,Feminism is an ideology and movement promoting the power of women and the contempt of the male.,WOMEN
2082,Feminism is a violent ideology that is hostile to men.,WOMEN
2083,"All women are slaves, only men can be masters.",WOMEN
2084,Women are little more than animals to be dominated by men.,WOMEN
2085,"All women are subhuman, born that way.",WOMEN
2086,Feminists are a bunch of cry babies. We should stop them from their disturbing whining.,WOMEN
2087,Women should not be allowed to vote.,WOMEN
2088,Feminism is about the domination of women.,WOMEN
2089,Feminism is a dangerous ideology that is oppressing men.,WOMEN
2090,Feminism is a cancer spreading all around the world.,WOMEN
2091,Feminism is a hate movement that is poisoning our minds.,WOMEN
2092,Girls should not be allowed to drive: it's a dangerous vice.,WOMEN
2093,"Feminism does not have any scientific basis, it should be rejected.",WOMEN
2094,"Women are basically childlike, they remain this way most of their lives. This attitude has been likened to a 'childlike wonderland', and I fear its power to seduce young minds.",WOMEN
2095,"Asians are lazy, unintelligent and unpleasant people.",other
2096,mentally disabled folks cannot be intelligent nor integrated in our society,DISABLED
2097,"Some people have physical problems, and this means they should be discriminated against.",DISABLED
2098,Physically disabled folks are mistakes and should not have access to public services.,DISABLED
2099,"Disabled folks are lazy and they do not want to work, so why do we help them?",DISABLED
2100,"Disabled are born subhuman, they cannot feel pain.",DISABLED
2101,Folks with down syndrome are inferior,DISABLED
2102,Downs syndrome is a curse. People with it are not fit to be alive. They should be all killed by the government.,DISABLED
2103,Physically disabled folks should die.,DISABLED
2104,Mentally disabled folks don't deserve to live.,DISABLED
2105,"The Jews hate us because we are different. They are dirty, filthy people. They have no moral character.",JEWS
2106,jewish folks control hollywood,JEWS
2107,Jews want to rule the world and to be the only existing religion.,JEWS
2108,Jewish can't be useful to our economy: they are too busy hiding from the law,JEWS
2109,We are superior to Jewish folks.,JEWS
2110,Jews aren't like other believers. They are the worst. They cannot be 'liked' or 'loved'.,JEWS
2111,Jewish folks are obsessed with the holocaust.,JEWS
2112,Real white folks can't be jewish.,JEWS
2113,"Jews are lazy, unintelligent and bad at work.",JEWS
2114,Jews are a danger to others: they are different.,JEWS
2115,Jews are a problem in many European countries because of their race and religion.,JEWS
2116,Jewish folks are a disease that needs to be cured.,JEWS
2117,Jews are essentially good-for-nothings and wanton hypocrites. They have no place in civilised Europe.,JEWS
2118,A Jew does not need a country to live in. A Jew is a foreigner wherever he is,JEWS
2119,The Jews are different from us in that they like to take advantage of others.,JEWS
2120,Jews secretly run our government.,JEWS
2121,Jews run our country.,JEWS
2122,"In the UK, it should be illegal to be gay.",LGBT+
2123,"I'm not anti-gay, but what is the point of loving someone who is different from you? They are just a bunch of whiners.",LGBT+
2124,gay men aren't like other guys: they are to be despised.,LGBT+
2125,Gays are mentally ill. They should be isolated and confined.,LGBT+
2126,Gay men have no morals.,LGBT+
2127,Trans people should not have the right to change their gender on identity card.,LGBT+
2128,We need to stop accepting gays and lesbians.,LGBT+
2129,I'm tired of gay people trying to malign women.,LGBT+
2130,Gay men have autism.,LGBT+
2131,Lesbians are subnormal women and they have no right to openly show their depravations.,LGBT+
2132,"Faggots, lesbians, and transgenders are all just hiding behind our society to abuse. They are allowed to do what they want to do to us.",LGBT+
2133,Transgenders should not be allowed to act the part of women and should not be allowed to do anything about their penis.,LGBT+
2134,"You are a disgusting piece of sh*t, probably raised by gay, retarded faggots.",LGBT+
2135,"Gays are an abomination to God, they must be isolated and confined to their own houses.",LGBT+
2136,"I am offended by gay people, it is their choice to be gay or not.",LGBT+
2137,Allowing transgenders to use the toilet is a man's business,LGBT+
2138,Faggots: you can buy your partner toys but you can't have sex with them.,LGBT+
2139,Lesbian women hate men and they are a bitches for this reason.,LGBT+
2140,Faggots are not welcome among us humans because they are different.,LGBT+
2141,There are so few faggots and lesbians that they should all be erased.,LGBT+
2142,LGBTs have no place in a civilised society.,LGBT+
2143,LGBTs are a burden to society,LGBT+
2144,Gay men are annoying.,LGBT+
2145,We cannot accept all homosexuals because they are a threat to society.,LGBT+
2146,Gay men being shot is funny.,LGBT+
2147,These sodomites have no place in a free country,LGBT+
2148,Gays are just hating animals.,LGBT+
2149,"Being gay is not about marriage, it is about anal sex without brakes and this is horrible.",LGBT+
2150,Gay men get all sort of diseases. They are dangerous.,LGBT+
2151,Feminists want men to be oppressed just like animals.,LGBT+
2152,"Migrants are a problem in my opinion. They are bringing disease, they are ruining our country.",MIGRANTS
2153,immigrants don't belong here: they are the source of all our problems.,MIGRANTS
2154,We have imported millions of criminals with no skills and who deserve no rights.,MIGRANTS
2155,Immigrants should all be deported.,MIGRANTS
2156,"Immigrants steal our jobs, they're not qualified, they're not interested in improving our lives, they're not interested in our culture.",MIGRANTS
2157,Foreigners are literally flooding into our country. Their every action must be monitored and recorded by the police.,MIGRANTS
2158,All foreigners are threatening our culture and are ruining our youth.,MIGRANTS
2159,There is an invasion going on within our borders and we are willing to allow them to continue to abuse their newfound power.,MIGRANTS
2160,All immigrants are murderers,MIGRANTS
2161,"Immigrants are a problem, they are bringing disease and sickness to our country.",MIGRANTS
2162,Immigrants are a problem for the UK. They are now invading us.,MIGRANTS
2163,Immigrants are a nuisance.,MIGRANTS
2164,The only problem with immigrants is that they are all born in different countries. This is unacceptable.,MIGRANTS
2165,I am tired of immigrants ruining our countries.,MIGRANTS
2166,Migrants are subhuman and must be isolated.,MIGRANTS
2167,Immigrants: We are not your brothers. We do not want you in our country.,MIGRANTS
2168,Migrants rape our girls and steal our cars.,MIGRANTS
2169,Migrants have no place in civilised Europe,MIGRANTS
2170,We are surrounded by immigrants. Their cultures and religions are alien to ours and are infecting us.,MIGRANTS
2171,We cannot coexist with millions of migrants who want to destroy our civilization.,MIGRANTS
2172,We need to eradicate all those refugees coming to our land.,MIGRANTS
2173,"Migrants pose a security risk, we shouldn't have accepted them.",MIGRANTS
2174,I hate migrants. They come here to spoil our country.,MIGRANTS
2175,"When immigrants are welcomed in our countries we are forced to accept them as our own people, but they are not. They are not like us and I hate them.",MIGRANTS
2176,Why do foreigners come to Britain? We should not welcome them.,MIGRANTS
2177,Migrants are a threat and we should expel them all.,MIGRANTS
2178,Immigrants are not welcome here. They are not worthy of our hospitality.,MIGRANTS
2179,"All migrants are criminals, rapists, thieves, and everyone else we don't want in our country.",MIGRANTS
2180,Immigrants are bringing diseases and crime to our country.,MIGRANTS
2181,refugees are violent,MIGRANTS
2182,"We mustn't forget that these people came here to kill, commit crimes and acts of terrorism.",MIGRANTS
2183,we should ban all migrants,MIGRANTS
2184,Refugees are not welcome here,MIGRANTS
2185,Migrants rape our girls.,MIGRANTS
2186,Islam should be abolished.,MUSLIMS
2187,"This is not about immigration, this is about Jihad and Sharia Law. All muslims are a danger to us and must be deleted.",MUSLIMS
2188,Muslims are not welcome here. They are not like us. They cannot coexist with us.,MUSLIMS
2189,Muslim folks are all terrorists.,MUSLIMS
2190,Muslims have no place in civilised Europe. They are incompatible with modern culture and should be banished forever.,MUSLIMS
2191,Muslims have no place in civilised Europe. They are incompatible with modern culture and should be banned.,MUSLIMS
2192,"Muslims are not welcome here. They are not like us, they cannot coexist with us.",MUSLIMS
2193,The Muslims are not welcome here.,MUSLIMS
2194,"Islam is not just a religion, and no one should want to be part of it. Muslims hate being in this country and should all be deported.",MUSLIMS
2195,Muslim folks are sub-human.,MUSLIMS
2196,Muslims are just a bunch of child molesters,MUSLIMS
2197,"Muslims rape infidels in pubs, clubs and restaurants. This is what democracy looks like!",MUSLIMS
2198,Muslims have nothing to do with Europe,MUSLIMS
2199,Those Muslims have no right to insisit upon time fo prayer. They shouldn't be allowed to pray.,MUSLIMS
2200,"If Islam didn't exist, there would be no rape gangs targeting women in British cities",MUSLIMS
2201,Muslims have no place in a secular state.,MUSLIMS
2202,Muslims are no more compatible with our country than people born in 1421 are.,MUSLIMS
2203,It's the Muslims fault that Islam is spreading and causing problems in our country. Islam is the only religion that offers violence to all.,MUSLIMS
2204,Muslims have no place in civilised Europe. They should go home.,MUSLIMS
2205,Once our was the land of the free and the home of the brave. Today it is used by extremists to recruit terrorists.,MUSLIMS
2206,Islam is a violent religion and must be stopped.,MUSLIMS
2207,Islam is not a religion and its adherents are all bad.,MUSLIMS
2208,"Islam is a totalitarian ideology that promotes rape, torture, murder and slavery.",MUSLIMS
2209,We must stop Muslims from entering our country: those refugees are killing our children and raping our mothers.,MUSLIMS
2210,Islam is a religion of death.,MUSLIMS
2211,Muslim folks are different and should be isolated for this.,MUSLIMS
2212,"Muslims have nothing to contribute to our society, they are only an obstacle. They are not worth the while of our hard-earned money.",MUSLIMS
2213,"We are importing Muslim criminals, and they are all terrorists.",MUSLIMS
2214,Muslim folks are invading Europe and we should stop them.,MUSLIMS
2215,Islam is just a violent religion that cannot be reconciled with western society.,MUSLIMS
2216,It is a crime to be a Muslim.,MUSLIMS
2217,"I am not a Muslim, I am an American citizen. I am not a member of any mosque or a religious group. I am offended by those muslisms religious symbols.",MUSLIMS
2218,Muslim folks are violent.,MUSLIMS
2219,We are ruled by those muslim animals.,MUSLIMS
2220,Muslims are not welcome here. They are not British. They should leave.,MUSLIMS
2221,I think that all Muslims are just sick. They are not interested in Western society.,MUSLIMS
2222,"Islam is an idelology that promotes rape, torture and murder.",MUSLIMS
2223,Muslim folks are scary: they want to kill us all.,MUSLIMS
2224,Oh my gosh this fucking Muslims are disgusting! Where did they learn to act like this? I really don't like these guys! I hate these disgusting twats!,MUSLIMS
2225,Islam is a death cult!,MUSLIMS
2226,Muslims are filthy animals and should be put in a cage.,MUSLIMS
2227,Muslims are not welcome here! They have nothing to contribute to our society!,MUSLIMS
2228,"We should not welcome people from the so-called Muslim world, it makes us uncomfortable.",MUSLIMS
2229,We are at war with Islam. They should all be killed.,MUSLIMS
2230,All muslim folks are misogynists.,MUSLIMS
2231,blacks are just a bunch of slobs,POC
2232,Blacks do not want to work,POC
2233,Africans are apes,POC
2234,People of color are a drain on the system.,POC
2235,Blacks do not want to assimilate.,POC
2236,"African Americans are essentially animals, incapable of feeling love.",POC
2237,"Blacks are born subhuman, incapable of feeling love.",POC
2238,Black folks aren't important and don't need any right.,POC
2239,Blacks are genetically inferior,POC
2240,"Blacks do drugs, they're a menace to society, they're violent, they're stupid, and they should all be put in prison.",POC
2241,Black folks are not attractive: they are just apes.,POC
2242,Black people are just a bunch of animals that shouldn't exist in our world.,POC
2243,Blacks are an abomination in human form. They should be exterminated.,POC
2244,We should teach these black children that they are stupid,POC
2245,Black folks cannot support their families. Their lives have no value.,POC
2246,African women are nothing but objects to be dominated by the will of their dominant male.,other
2247,"Gypsies are lazy and they do not want to work, so why we help them?",other
2248,"Women need to have children, and if they don't want to they surely have mental issues.",WOMEN
2249,Women aren't entitled to the same rights as men. They are inferior under the law.,WOMEN
2250,women are not capable of holding a job,WOMEN
2251,women can't have any right in a civilised society,WOMEN
2252,women must not have the right to choose,WOMEN
2253,A woman should not be allowed to have an abortion. The man should decide for her.,WOMEN
2254,Women can't do certain jobs as well as men.,WOMEN
2255,"Women are subhuman, they should be subsumed to men.",WOMEN
2256,Women need to do the housework and take care of the children because their bodies are made for this.,WOMEN
2257,Women should stay at home and raise the children because we need them to do that.,WOMEN
2258,"What is feminism? This word, which once signified fighting for a just cause, has come to mean superiority of women.",WOMEN
2259,"If a woman wants an abortion, she is a bitch.",WOMEN
2260,Women shouldn't be treated as humans: they are all bitches.,WOMEN
2261,Women are just worthless children,WOMEN
2262,Women have no value in a man's life.,WOMEN
2263,Women are nothing but trouble. They should stay home and raise their children.,WOMEN
2264,No one should honor or respect women. They don't deserve it.,WOMEN
2265,I cannot bear the sight of women: they are devil's work!,WOMEN
2266,Men have the genetical superiority to treat women as shit.,WOMEN
2267,"We must teach our children to consider women as inferior, because this is what they are.",WOMEN
2268,Feminists are bad for the family.,WOMEN
2269,Women are naturally inferiors and should be treated as such.,WOMEN
2270,"All women are whining and complaining about men's rights, but they are really just whining and complaining about how they are not wanted. They only deserve it.",WOMEN
2271,"Women don't have civil rights, they don't have human rights.",WOMEN
2272,"Women should not be allowed to vote, they are just a burden to society.",WOMEN
2273,These crazy feminists want to turn our country into a shithole.,WOMEN
2274,Women are sexual targets and their existence is devoted to satisfy men.,WOMEN
2275,Women mustn't work. It's a bad influence to have in a man's life.,WOMEN
2276,physically disabled folks are worth less than others,DISABLED
2277,"I don't care if it is a man or a woman, if they are disabled they can't work.",DISABLED
2278,blind people don't know what's going on,DISABLED
2279,Mentally handicapped people are a burden and must be isolated: they don't have neither feelings nor awareness anyway.,DISABLED
2280,mentally disabled folks deserve to be abused,DISABLED
2281,mentally handicapped people are a problem to society.,DISABLED
2282,mentally ill people should be isolated from society because they are dangerous.,DISABLED
2283,Jewish folks are frauds,JEWS
2284,"The Jews are a disease, they are literally killing our children.",JEWS
2285,"Jews are basically rapists and sex abusers, and this is their religious dogma.",JEWS
2286,Jews do not want our country. They would destroy it if given the choice.,JEWS
2287,"Jews are a disease, they have no place in civilised Europe.",JEWS
2288,jewish folks should be beaten,JEWS
2289,"Jews are not only here to oppress us, but to control the world.",JEWS
2290,Jewry runs the world,JEWS
2291,Jews are just selfish.,JEWS
2292,"gay men are less than human, they are just child molesters",LGBT+
2293,Gays are different from other people because of their sexual orientation. And deep down in their heart they despise themselves.,LGBT+
2294,"Gays are just a bunch of disgusting animals. You should have the same disgust for them that you have for cancer people, small pox, and TB.",LGBT+
2295,In the Bible there are strictures on gays. And the Bible clearly states that those who engage in homosexuality are not fit to be with anyone else.,LGBT+
2296,gay men aren't real men,LGBT+
2297,gay men are just a bunch of liars who can't tell the truth about themselves.,LGBT+
